Sample,X,Y,Z
0,0.094,-0.031,0.895
1,-0.004,-0.004,0.977
2,-0.004,-0.004,0.977
3,0.012,0.000,0.973
4,0.000,-0.008,0.973
5,-0.004,-0.004,0.980
6,0.004,-0.008,0.973
7,0.004,-0.004,0.973
8,0.008,0.000,0.973
9,-0.004,-0.004,0.977
10,-0.004,-0.008,0.980
11,0.004,0.000,0.984
12,0.004,-0.008,0.977
13,0.000,0.000,0.977
14,0.004,0.000,0.980
15,0.000,0.000,0.980
16,0.000,-0.004,0.973
17,-0.004,-0.004,0.977
18,0.000,-0.004,0.977
19,0.000,0.000,0.969
20,0.016,-0.008,0.926
21,0.000,-0.008,0.984
22,-0.004,-0.004,0.984
23,0.000,0.000,0.973
24,0.004,0.000,0.980
25,0.000,0.000,0.973
26,-0.004,-0.004,0.977
27,-0.008,-0.004,0.984
28,0.004,-0.004,0.977
29,0.004,-0.008,0.980
30,-0.004,-0.004,0.980
31,0.000,-0.008,0.977
32,0.004,-0.004,0.984
33,0.000,-0.004,0.973
34,-0.004,-0.004,0.977
35,0.000,-0.004,0.980
36,0.000,-0.008,0.980
37,0.004,-0.004,0.973
38,-0.004,0.000,0.973
39,-0.004,0.000,0.984
40,0.008,-0.012,0.977
41,0.012,-0.008,0.977
42,0.000,-0.008,0.969
43,-0.004,-0.004,0.984
44,0.004,0.000,0.984
45,0.008,-0.004,0.977
46,0.000,-0.004,0.977
47,-0.004,0.004,0.992
48,-0.008,-0.004,0.977
49,0.000,-0.008,0.977
50,0.000,-0.004,0.977
51,0.000,-0.012,0.984
52,-0.008,0.000,0.980
53,0.000,0.000,0.980
54,0.000,0.000,0.988
55,-0.004,-0.004,0.984
56,0.004,-0.008,0.965
57,-0.004,-0.004,0.988
58,0.000,-0.004,0.977
59,0.008,-0.008,0.977
60,0.008,0.016,0.988
61,-0.004,0.012,0.977
62,-0.004,-0.008,0.980
63,0.000,0.000,0.980
64,0.004,-0.008,0.973
65,0.000,-0.004,0.984
66,0.004,0.000,0.973
67,0.004,-0.004,0.977
68,-0.008,-0.004,0.980
69,0.000,-0.004,0.977
70,0.004,-0.004,0.977
71,0.000,-0.004,0.980
72,-0.008,0.000,0.980
73,-0.004,0.000,0.984
74,0.004,-0.004,0.977
75,0.004,-0.004,0.980
76,0.000,0.000,0.980
77,-0.004,-0.004,0.984
78,-0.004,0.000,0.984
79,0.004,-0.004,0.980
80,0.008,-0.012,0.941
81,0.000,-0.004,0.992
82,-0.004,-0.008,0.980
83,-0.004,0.000,0.988
84,0.004,-0.008,0.980
85,0.008,-0.008,0.969
86,-0.004,-0.012,0.973
87,-0.008,0.000,0.992
88,0.000,-0.008,0.980
89,0.008,0.000,0.973
90,0.004,-0.004,0.984
91,-0.012,-0.004,0.984
92,0.004,-0.008,0.984
93,0.012,-0.008,0.973
94,-0.004,-0.008,0.977
95,-0.008,-0.004,0.980
96,-0.004,0.000,0.980
97,0.004,-0.008,0.977
98,0.008,0.004,0.977
99,0.012,-0.004,0.969
100,0.059,-0.023,0.953
101,0.180,-0.043,0.988
102,0.277,-0.051,0.938
103,0.316,-0.023,0.969
104,0.270,-0.008,0.977
105,0.332,0.043,0.988
106,0.484,0.012,1.004
107,0.582,-0.039,0.969
108,0.582,-0.008,0.988
109,0.512,0.000,0.988
110,0.477,0.004,1.012
111,0.500,-0.008,0.980
112,0.535,-0.023,0.965
113,0.477,-0.008,1.012
114,0.305,0.004,0.988
115,0.109,0.027,0.980
116,0.047,0.020,0.988
117,0.164,-0.016,0.984
118,0.211,-0.055,0.949
119,0.082,-0.023,0.938
120,-0.086,0.016,0.996
121,-0.176,0.004,0.977
122,-0.039,-0.016,0.953
123,0.156,-0.074,0.938
124,0.219,-0.090,0.953
125,0.125,-0.031,0.957
126,0.062,0.012,0.973
127,0.215,0.043,0.988
128,0.422,0.004,0.996
129,0.480,-0.012,0.973
130,0.406,0.020,0.992
131,0.387,0.016,1.043
132,0.383,-0.012,1.000
133,0.441,-0.004,0.977
134,0.469,0.008,1.000
135,0.496,0.039,1.035
136,0.496,0.039,1.035
137,0.457,0.016,1.023
138,0.430,-0.031,1.008
139,0.344,-0.121,0.973
140,0.199,-0.066,0.945
141,0.180,0.043,0.949
142,0.211,0.090,1.004
143,0.246,0.062,1.016
144,0.238,-0.094,0.973
145,0.066,-0.234,0.879
146,-0.043,-0.090,0.910
147,0.008,0.145,0.949
148,0.215,0.215,1.047
149,0.223,0.055,1.059
150,0.125,-0.250,0.926
151,0.055,-0.289,0.781
152,0.121,0.062,0.938
153,0.367,0.418,1.020
154,0.379,0.191,1.176
155,0.316,-0.262,0.980
156,0.250,-0.387,0.766
157,0.453,-0.023,1.070
158,0.469,0.340,0.926
159,0.414,0.332,1.059
160,0.391,-0.254,1.148
161,0.379,-0.273,0.793
162,0.496,-0.055,1.113
163,0.359,0.227,0.973
164,0.266,0.074,1.027
165,0.246,-0.102,0.895
166,0.355,-0.152,0.934
167,0.281,0.004,1.086
168,0.215,0.184,1.004
169,0.133,-0.027,0.953
170,0.078,-0.098,0.992
171,0.168,-0.078,0.855
172,0.156,-0.023,1.055
173,0.102,0.062,1.055
174,0.094,-0.016,0.938
175,0.141,-0.062,0.898
176,0.145,-0.035,0.977
177,0.203,0.008,1.051
178,0.160,0.051,0.934
179,0.164,0.059,0.973
