Sample,X,Y,Z
0,0.031,0.004,0.883
1,-0.004,-0.008,0.984
2,0.000,-0.004,0.980
3,0.004,-0.008,0.980
4,0.008,-0.004,0.965
5,0.000,-0.004,0.980
6,0.000,-0.004,0.977
7,-0.004,0.000,0.984
8,0.000,-0.004,0.984
9,0.004,-0.004,0.980
10,0.004,-0.004,0.969
11,0.004,-0.004,0.977
12,-0.008,-0.008,0.977
13,-0.008,0.000,0.977
14,0.004,-0.004,0.980
15,0.004,-0.008,0.973
16,-0.004,0.000,0.977
17,0.000,0.004,0.980
18,0.004,0.000,0.977
19,-0.004,0.000,0.973
20,-0.020,0.000,1.039
21,0.000,0.000,0.996
22,0.000,-0.004,0.977
23,0.004,-0.008,0.980
24,0.004,-0.004,0.980
25,0.004,-0.004,0.977
26,-0.004,-0.004,0.984
27,0.004,-0.008,0.977
28,0.004,0.000,0.980
29,-0.004,0.000,0.988
30,0.000,0.000,0.984
31,0.000,-0.012,0.977
32,0.008,-0.004,0.969
33,-0.004,-0.008,0.977
34,0.000,-0.004,0.984
35,0.004,-0.008,0.988
36,-0.004,-0.008,0.980
37,-0.004,-0.008,0.980
38,0.000,-0.004,0.980
39,0.000,0.000,0.984
40,0.004,-0.004,0.969
41,0.008,0.000,0.973
42,-0.004,0.004,0.977
43,0.000,-0.004,0.973
44,-0.008,-0.008,0.977
45,0.012,-0.004,0.969
46,0.000,-0.004,0.980
47,0.008,0.004,0.977
48,-0.004,0.000,0.977
49,0.000,0.000,0.977
50,0.008,0.000,0.977
51,0.004,0.000,0.980
52,0.000,-0.004,0.977
53,-0.004,-0.004,0.980
54,0.000,-0.008,0.980
55,0.000,-0.004,0.984
56,0.000,-0.008,0.984
57,0.004,-0.008,0.980
58,0.000,-0.008,0.980
59,-0.004,-0.004,0.996
60,-0.012,-0.004,0.977
61,0.004,0.016,0.988
62,0.004,-0.008,0.977
63,-0.004,-0.004,0.980
64,0.004,-0.008,0.984
65,0.008,-0.008,0.973
66,0.004,-0.004,0.977
67,-0.004,0.000,0.980
68,-0.004,-0.004,0.980
69,0.008,-0.004,0.977
70,0.000,-0.008,0.980
71,-0.008,0.000,0.980
72,0.000,0.000,0.977
73,0.000,-0.004,0.977
74,0.004,-0.004,0.980
75,0.000,-0.008,0.977
76,-0.004,0.004,0.973
77,0.000,0.000,0.984
78,0.004,-0.004,0.973
79,0.000,0.000,0.973
80,0.008,-0.012,0.941
81,0.008,0.008,0.977
82,0.008,-0.004,0.980
83,0.000,-0.004,0.973
