Sample,X,Y,Z
0,0.246,-0.020,0.863
1,0.004,-0.023,0.965
2,0.004,-0.020,0.961
3,0.000,-0.020,0.961
4,0.004,-0.020,0.957
5,0.000,-0.016,0.961
6,0.004,-0.020,0.965
7,0.008,-0.016,0.961
8,0.004,-0.016,0.949
9,0.000,-0.008,0.949
10,0.000,-0.023,0.949
11,-0.004,-0.020,0.965
12,0.008,-0.016,0.961
13,0.004,-0.016,0.961
14,-0.004,-0.016,0.949
15,0.000,-0.016,0.953
16,0.004,-0.023,0.965
17,0.004,-0.016,0.953
18,0.008,-0.020,0.957
19,0.000,-0.020,0.957
20,0.004,-0.004,0.988
21,0.000,-0.016,0.988
22,0.008,-0.027,0.965
23,0.008,-0.031,0.953
24,0.000,-0.027,0.953
25,0.000,-0.023,0.969
26,0.008,-0.020,0.973
27,0.012,-0.027,0.961
28,0.000,-0.023,0.953
29,-0.004,-0.027,0.969
30,0.004,-0.016,0.965
31,0.008,-0.020,0.961
32,0.012,-0.027,0.957
33,0.000,-0.027,0.949
34,0.000,-0.023,0.957
35,0.004,-0.016,0.961
36,0.012,-0.012,0.961
37,0.004,-0.020,0.949
38,-0.008,-0.016,0.953
39,0.000,-0.016,0.957
40,0.004,0.016,0.977
41,0.008,-0.012,0.938
42,-0.004,-0.016,0.957
43,-0.008,-0.016,0.961
44,0.008,-0.020,0.965
45,0.012,-0.023,0.945
46,-0.004,-0.023,0.961
47,-0.004,-0.031,0.961
48,0.008,-0.020,0.969
49,0.016,-0.023,0.965
50,0.008,-0.020,0.953
51,0.000,-0.027,0.965
52,0.000,-0.023,0.973
53,0.000,-0.023,0.969
54,0.004,-0.020,0.961
55,0.004,-0.023,0.965
56,-0.004,-0.016,0.977
57,-0.004,-0.016,0.977
58,0.004,-0.020,0.969
59,0.004,-0.023,0.969
60,0.004,-0.027,0.957
61,0.000,-0.004,0.973
62,-0.008,-0.004,0.969
63,0.008,-0.016,0.961
64,0.008,-0.016,0.953
65,-0.008,-0.016,0.953
66,-0.008,-0.023,0.961
67,0.008,-0.020,0.953
68,0.004,-0.016,0.957
69,0.000,-0.016,0.961
70,0.000,-0.020,0.953
71,0.000,-0.016,0.953
72,0.008,-0.016,0.957
73,0.004,-0.016,0.953
74,-0.004,-0.020,0.961
75,-0.004,-0.023,0.953
76,0.000,-0.020,0.957
77,0.008,-0.016,0.957
78,0.008,-0.023,0.965
79,0.004,-0.027,0.965
80,0.000,0.008,1.023
81,0.000,-0.023,0.961
82,0.008,-0.023,0.965
83,0.004,-0.020,0.961
84,-0.008,-0.027,0.961
85,0.000,-0.023,0.969
86,0.008,-0.023,0.977
87,0.008,-0.027,0.949
88,-0.004,-0.023,0.965
89,-0.004,-0.023,0.973
90,0.004,-0.023,0.965
91,0.012,-0.016,0.957
92,0.004,-0.016,0.961
93,-0.004,-0.023,0.953
94,0.000,-0.012,0.961
95,0.012,-0.016,0.953
96,0.008,-0.020,0.957
97,-0.004,-0.023,0.949
98,-0.004,-0.023,0.949
99,0.016,-0.012,0.953
100,0.125,-0.012,0.922
101,0.234,0.066,0.906
102,0.293,0.191,0.938
103,0.297,0.262,1.008
104,0.312,0.273,0.957
105,0.488,0.223,0.922
106,0.613,0.332,0.895
107,0.656,0.508,0.957
108,0.551,0.680,0.984
109,0.449,0.645,0.996
110,0.500,0.512,0.906
111,0.617,0.445,0.883
112,0.566,0.578,0.938
113,0.355,0.695,1.047
114,0.277,0.633,1.020
115,0.273,0.473,0.891
116,0.273,0.473,0.891
117,0.297,0.383,0.922
118,0.297,0.336,1.051
119,0.207,0.316,1.055
120,0.141,0.227,0.977
121,0.051,0.156,0.938
122,0.031,0.156,1.012
123,0.066,0.082,1.070
124,0.168,-0.008,1.016
125,0.219,-0.078,0.938
126,0.148,0.055,0.930
127,0.121,0.105,1.047
128,0.234,0.078,1.039
129,0.316,-0.059,0.918
130,0.410,-0.023,0.883
131,0.453,0.066,0.961
132,0.387,0.242,0.969
133,0.340,0.285,0.953
134,0.520,0.168,0.895
135,0.582,0.180,0.863
136,0.508,0.344,0.926
137,0.371,0.504,0.914
138,0.277,0.562,0.949
139,0.355,0.496,0.918
140,0.363,0.457,0.816
141,0.473,0.520,0.922
142,0.352,0.602,1.000
143,0.195,0.652,0.938
144,0.059,0.570,0.938
145,0.141,0.465,0.969
146,0.297,0.371,0.977
147,0.371,0.410,1.012
148,0.238,0.414,1.074
149,0.172,0.418,1.039
150,0.246,0.285,1.027
151,0.324,0.172,1.039
152,0.406,0.160,1.055
153,0.340,0.156,1.059
154,0.340,0.234,1.023
155,0.270,0.102,1.094
156,0.383,0.090,0.965
157,0.488,0.016,1.000
158,0.438,0.086,1.051
159,0.340,0.062,1.016
160,0.328,0.098,0.879
161,0.246,0.059,0.926
162,0.379,0.078,0.957
163,0.297,0.082,0.902
164,0.238,0.191,0.844
165,0.262,0.227,0.871
166,0.203,0.285,0.871
167,0.156,0.316,0.832
168,0.164,0.293,0.836
169,0.250,0.391,0.871
170,0.238,0.434,0.895
171,0.207,0.527,0.867
172,0.180,0.457,0.949
173,0.383,0.426,0.922
174,0.383,0.426,0.922
175,0.402,0.336,0.910
176,0.430,0.492,0.992
177,0.273,0.465,1.074
178,0.344,0.496,1.051
179,0.395,0.316,1.004
180,0.559,0.324,0.984
181,0.391,0.363,1.129
182,0.398,0.414,1.121
183,0.406,0.301,1.062
184,0.320,0.215,1.055
185,0.242,0.160,1.039
186,0.648,0.180,1.082
187,0.270,0.215,1.074
188,0.234,0.219,1.059
189,0.254,0.094,0.957
190,0.344,-0.004,0.969
191,0.215,0.152,0.883
192,0.082,0.152,1.020
193,0.125,0.195,0.910
194,0.133,0.105,0.879
195,0.145,0.102,0.820
196,0.176,0.207,0.852
197,0.227,0.277,0.887
198,0.160,0.289,0.855
199,0.285,0.285,0.812
200,0.266,0.230,0.805
201,0.379,0.309,0.918
202,0.367,0.293,0.922
203,0.480,0.336,0.816
204,0.457,0.387,0.859
205,0.445,0.492,0.977
206,0.305,0.414,0.992
207,0.445,0.359,0.938
208,0.480,0.332,0.930
209,0.402,0.418,1.066
210,0.176,0.492,1.090
211,0.344,0.395,1.027
212,0.371,0.297,1.035
213,0.125,0.254,1.090
214,0.031,0.203,1.160
215,-0.316,0.008,1.082
216,-0.336,-0.129,1.012
217,-0.441,-0.258,1.035
218,-0.383,-0.332,1.125
219,-0.551,-0.395,1.098
220,-0.785,-0.559,0.965
221,-0.852,-0.805,0.984
222,-0.723,-0.898,0.984
223,-0.629,-0.875,0.980
224,-0.801,-0.797,0.895
225,-0.848,-0.852,1.000
226,-0.598,-0.930,0.883
227,-0.410,-0.891,0.777
228,-0.328,-0.883,0.855
