Sample,X,Y,Z
0,0.094,0.000,0.887
1,-0.008,-0.004,0.988
2,0.000,-0.004,0.984
3,0.008,-0.008,0.977
4,0.004,0.004,0.980
5,0.004,-0.008,0.984
6,-0.004,-0.008,0.973
7,-0.004,0.000,0.980
8,0.008,-0.008,0.980
9,0.008,-0.008,0.973
10,-0.004,-0.004,0.969
11,0.000,-0.004,0.977
12,-0.004,-0.008,0.984
13,0.004,0.000,0.977
14,0.012,-0.008,0.977
15,0.000,-0.008,0.980
16,-0.004,-0.008,0.977
17,-0.004,0.000,0.973
18,0.004,-0.004,0.977
19,0.004,-0.004,0.977
20,0.020,0.035,0.941
21,0.000,-0.004,0.977
22,0.000,-0.004,0.980
23,0.000,0.000,0.977
24,-0.004,0.000,0.988
25,0.004,0.000,0.980
26,0.000,0.000,0.973
27,0.000,-0.004,0.969
28,-0.004,0.000,0.977
29,0.000,-0.004,0.977
30,0.004,-0.004,0.977
31,0.004,-0.004,0.980
32,0.000,-0.004,0.980
33,0.000,-0.004,0.984
34,0.000,0.000,0.988
35,0.000,-0.008,0.980
36,0.012,-0.004,0.980
37,0.008,0.000,0.973
38,-0.004,0.000,0.980
39,0.004,-0.008,0.969
40,-0.004,0.012,0.973
41,0.008,-0.016,0.980
42,-0.004,-0.008,0.980
43,-0.012,-0.004,0.980
44,0.000,-0.008,0.980
45,0.008,-0.008,0.977
46,0.008,-0.004,0.977
47,0.004,-0.004,0.980
48,0.000,0.000,0.980
49,-0.004,0.000,0.977
50,0.008,0.004,0.969
51,0.000,-0.004,0.977
52,-0.012,0.000,0.973
53,-0.004,0.000,0.980
54,0.000,0.000,0.980
55,0.004,0.000,0.980
56,0.000,-0.004,0.977
57,-0.008,-0.004,0.988
58,0.004,-0.008,0.980
59,0.000,-0.004,0.977
60,-0.008,0.027,0.984
61,0.004,-0.008,0.988
62,-0.008,-0.008,0.980
63,0.000,-0.004,0.973
64,0.000,-0.004,0.977
65,0.000,-0.004,0.984
66,0.000,-0.008,0.977
67,0.000,-0.008,0.977
68,0.004,-0.004,0.980
69,0.004,-0.008,0.984
70,0.000,0.000,0.973
71,0.004,-0.004,0.977
72,0.008,0.000,0.977
73,0.000,-0.004,0.977
74,-0.008,0.000,0.977
75,0.000,0.000,0.980
76,0.000,-0.004,0.977
77,0.004,0.000,0.980
78,0.004,-0.004,0.980
79,-0.008,-0.004,0.980
80,-0.016,0.027,0.965
81,0.004,-0.016,0.961
82,0.004,-0.008,0.980
83,-0.004,-0.004,0.984
84,-0.012,-0.004,0.980
85,0.004,-0.004,0.980
86,0.012,0.000,0.969
87,0.000,-0.004,0.980
88,-0.004,0.000,0.984
89,0.000,-0.004,0.980
90,0.000,0.000,0.980
91,0.004,-0.008,0.980
92,0.004,-0.008,0.984
93,0.000,0.000,0.977
94,0.000,-0.008,0.984
95,-0.004,-0.008,0.977
96,-0.004,-0.004,0.977
97,-0.004,-0.004,0.977
98,0.000,-0.004,0.980
99,0.008,-0.008,0.977
100,-0.008,-0.004,0.977
101,-0.027,0.016,1.000
102,-0.023,0.020,0.973
103,0.012,0.109,0.930
104,0.055,0.242,0.977
105,0.008,0.328,1.004
106,-0.027,0.332,0.996
107,-0.027,0.285,0.930
108,0.066,0.328,0.922
109,0.047,0.484,0.938
110,-0.012,0.641,1.000
111,-0.090,0.672,0.961
112,-0.035,0.551,0.953
