Sample,X,Y,Z
0,0.230,0.004,0.887
1,-0.004,-0.008,0.988
2,0.012,-0.004,0.980
3,0.008,-0.004,0.980
4,-0.008,-0.008,0.984
5,-0.008,-0.004,0.977
6,0.008,0.000,0.980
7,0.020,0.000,0.973
8,0.004,-0.008,0.980
9,-0.012,-0.008,0.973
10,-0.004,-0.008,0.977
11,0.004,-0.008,0.973
12,0.020,-0.008,0.980
13,-0.004,-0.008,0.980
14,-0.012,-0.012,0.969
15,-0.012,0.000,0.973
16,0.016,0.000,0.980
17,0.004,0.000,0.977
18,0.000,0.000,0.973
19,0.000,-0.012,0.980
20,-0.016,-0.039,0.980
21,0.012,-0.008,0.977
22,0.012,-0.004,0.969
23,-0.004,-0.004,0.980
24,-0.012,-0.004,0.988
25,0.000,0.000,0.980
26,0.016,0.000,0.973
27,0.000,-0.004,0.980
28,-0.004,-0.004,0.984
29,-0.004,0.000,0.988
30,0.008,0.000,0.984
31,0.008,0.000,0.984
32,0.000,-0.004,0.980
33,-0.012,-0.004,0.977
34,-0.004,0.000,0.980
35,0.016,0.000,0.980
36,0.004,0.000,0.980
37,-0.008,-0.008,0.977
38,-0.008,-0.008,0.980
39,-0.004,-0.008,0.988
40,0.023,0.031,1.035
41,-0.004,-0.020,0.973
42,-0.008,-0.004,0.980
43,-0.008,-0.004,0.977
44,0.000,-0.008,0.980
45,0.008,0.000,0.973
46,-0.004,-0.004,0.980
47,-0.008,0.000,0.977
48,0.004,0.000,0.977
49,0.016,-0.004,0.977
50,-0.004,0.000,0.980
51,-0.012,0.004,0.977
52,0.000,0.000,0.984
53,0.004,0.004,0.980
54,0.000,-0.004,0.977
55,0.004,0.000,0.977
56,-0.012,-0.004,0.984
57,0.000,-0.004,0.977
58,0.008,0.000,0.977
59,0.000,-0.012,0.977
60,-0.027,0.008,1.023
61,-0.004,-0.012,0.984
62,0.000,-0.004,0.977
63,0.004,-0.004,0.980
64,-0.008,0.000,0.980
65,0.004,-0.004,0.988
66,0.000,0.000,0.980
67,0.004,-0.004,0.977
68,-0.004,0.000,0.977
69,-0.004,-0.008,0.977
70,0.000,-0.004,0.984
71,0.004,-0.004,0.980
72,0.000,-0.008,0.977
73,-0.004,0.000,0.973
74,0.000,-0.008,0.980
75,0.004,-0.008,0.977
76,0.000,0.000,0.977
77,0.004,-0.008,0.977
78,-0.004,0.000,0.969
79,0.004,0.000,0.973
80,0.012,0.035,0.992
81,0.000,-0.020,0.957
82,-0.012,0.000,0.977
83,-0.012,-0.004,0.984
84,0.000,-0.004,0.984
85,0.012,-0.004,0.984
86,-0.008,0.000,0.977
87,-0.004,0.000,0.988
88,-0.004,-0.008,0.984
89,0.004,-0.004,0.980
90,0.000,0.000,0.980
91,-0.008,-0.004,0.988
92,0.000,-0.004,0.984
93,0.000,0.000,0.973
94,0.004,-0.008,0.988
95,-0.008,-0.004,0.980
96,-0.004,0.000,0.980
97,-0.004,0.000,0.973
98,0.000,-0.004,0.977
99,0.008,-0.004,0.984
100,0.027,0.008,0.988
101,0.195,-0.043,0.969
102,0.281,-0.035,0.941
103,0.301,-0.016,0.977
