Sample,X,Y,Z
0,0.094,0.000,0.883
1,0.000,-0.004,0.980
2,0.016,-0.004,0.973
3,-0.004,-0.004,0.980
4,-0.020,0.000,0.977
5,-0.004,-0.004,0.973
6,0.016,-0.004,0.984
7,0.012,-0.004,0.965
8,-0.004,0.000,0.977
9,-0.016,-0.004,0.973
10,0.004,-0.008,0.984
11,0.012,-0.008,0.977
12,0.000,0.000,0.984
13,-0.016,-0.008,0.980
14,-0.008,0.000,0.980
15,0.016,-0.004,0.969
16,0.012,-0.008,0.977
17,-0.008,-0.008,0.977
18,-0.012,-0.008,0.977
19,0.008,-0.008,0.980
20,0.008,-0.012,0.980
21,0.008,-0.004,0.980
22,-0.016,-0.004,0.980
23,-0.012,-0.004,0.984
24,0.012,-0.008,0.973
25,0.012,-0.004,0.973
26,-0.008,-0.004,0.984
27,-0.016,-0.004,0.977
28,0.000,0.000,0.969
29,0.012,-0.008,0.973
30,0.008,-0.008,0.984
31,-0.012,-0.004,0.977
32,-0.016,0.000,0.977
33,0.004,0.000,0.969
34,0.016,-0.004,0.980
35,0.004,-0.004,0.969
36,-0.004,-0.008,0.977
37,-0.004,-0.008,0.977
38,-0.004,-0.004,0.980
39,0.008,0.000,0.980
40,0.008,-0.004,0.973
41,0.020,-0.027,0.918
42,0.008,0.000,0.980
43,-0.008,-0.004,0.980
44,0.004,-0.008,0.977
45,0.004,-0.004,0.980
46,0.000,-0.004,0.977
47,0.000,-0.008,0.984
48,0.004,-0.008,0.973
49,0.004,-0.004,0.984
50,0.004,-0.008,0.977
51,-0.004,-0.004,0.973
52,-0.004,-0.008,0.977
53,0.004,-0.012,0.984
54,0.008,-0.016,0.973
55,-0.012,-0.004,0.977
56,-0.004,-0.008,0.969
57,0.020,0.000,0.977
58,0.012,-0.008,0.973
59,-0.004,0.000,0.984
60,-0.016,0.008,0.984
61,0.008,0.031,0.980
62,0.020,-0.004,0.965
63,0.004,-0.004,0.973
64,-0.012,-0.004,0.980
65,-0.012,-0.004,0.980
66,0.008,-0.004,0.980
67,0.020,-0.012,0.980
68,-0.004,-0.008,0.973
69,-0.020,0.000,0.984
70,-0.016,0.004,0.984
71,0.012,-0.004,0.973
72,0.016,-0.004,0.980
73,-0.008,-0.008,0.977
74,-0.020,-0.004,0.988
75,0.000,-0.008,0.988
76,0.008,-0.004,0.980
77,0.008,-0.008,0.980
78,-0.012,-0.004,0.980
79,-0.008,-0.004,0.984
80,0.035,-0.035,0.926
81,0.016,0.004,0.969
82,-0.004,-0.008,0.980
83,-0.008,-0.008,0.980
84,0.008,-0.008,0.977
85,0.016,-0.004,0.984
86,0.000,-0.004,0.977
87,-0.012,0.000,0.980
88,-0.008,-0.004,0.977
89,0.020,-0.004,0.980
90,0.008,-0.008,0.973
91,-0.012,-0.004,0.977
92,-0.016,0.004,0.977
93,0.004,0.000,0.988
94,0.020,-0.012,0.980
95,0.000,-0.004,0.977
96,-0.016,-0.004,0.984
97,-0.008,0.000,0.980
98,0.012,-0.008,0.980
99,0.012,-0.004,0.980
100,-0.035,-0.008,0.957
101,-0.035,0.004,0.984
102,-0.020,0.016,0.965
103,0.004,0.117,0.930
104,0.047,0.250,0.977
105,0.031,0.352,1.012
106,-0.012,0.340,0.980
107,-0.047,0.285,0.953
108,0.043,0.316,0.910
109,0.074,0.496,0.930
110,0.043,0.664,1.004
111,-0.066,0.676,0.957
112,-0.066,0.531,0.957
113,0.027,0.363,0.906
114,0.113,0.328,0.938
115,0.055,0.414,0.969
116,-0.059,0.512,0.977
117,-0.133,0.465,0.988
118,-0.043,0.352,0.977
119,0.051,0.254,0.977
120,0.129,0.223,0.992
121,0.090,0.281,1.066
122,-0.016,0.266,1.039
123,-0.141,0.180,1.020
124,-0.090,0.059,1.059
125,0.090,-0.039,1.062
126,0.172,-0.051,1.023
127,0.008,0.016,1.000
128,-0.184,0.090,1.016
129,-0.152,0.129,1.023
130,0.129,0.102,1.004
131,0.219,0.051,0.965
132,-0.023,-0.020,0.957
133,-0.203,-0.023,0.938
134,-0.133,0.031,0.898
135,0.086,0.195,0.902
136,0.086,0.195,0.902
137,0.199,0.391,0.914
138,0.125,0.484,0.910
139,-0.109,0.469,0.902
140,-0.230,0.312,0.906
141,-0.098,0.234,0.898
142,0.082,0.312,0.891
143,0.234,0.578,0.898
144,0.211,0.797,0.973
145,0.008,0.762,1.000
146,-0.270,0.504,0.969
147,-0.281,0.191,0.945
148,0.074,0.145,0.988
149,0.375,0.434,0.973
150,0.293,0.621,1.086
151,-0.207,0.551,1.059
152,-0.449,0.246,1.008
153,-0.062,0.020,1.043
154,0.414,0.043,1.055
155,0.332,0.188,1.160
156,0.332,0.188,1.160
157,-0.270,0.184,1.066
158,-0.449,0.039,1.000
159,0.008,0.035,1.020
160,0.496,0.133,1.148
161,0.168,0.109,1.105
162,-0.359,0.008,1.000
163,-0.410,-0.125,0.883
164,0.152,-0.020,0.980
165,0.410,0.180,1.047
166,0.188,0.312,1.000
167,-0.203,0.223,0.867
168,-0.406,0.039,0.871
169,-0.027,-0.004,0.871
170,0.426,0.254,0.852
171,0.301,0.449,0.941
172,-0.215,0.516,0.844
173,-0.387,0.375,0.812
174,-0.062,0.301,0.781
175,0.328,0.344,0.938
176,0.266,0.469,0.938
177,-0.043,0.523,0.832
178,-0.320,0.457,0.875
179,-0.230,0.359,0.945
180,0.293,0.363,1.031
181,0.289,0.398,1.027
182,-0.016,0.336,1.016
183,-0.191,0.277,0.941
184,-0.168,0.223,1.039
185,0.156,0.227,1.125
186,0.312,0.219,1.156
187,0.051,0.207,1.113
188,-0.207,0.121,1.039
189,-0.164,0.012,1.047
190,0.059,0.070,1.152
191,0.227,0.133,1.137
192,0.012,0.105,1.105
193,-0.207,0.086,1.000
194,-0.156,0.074,0.988
195,0.047,0.082,1.027
196,0.141,0.074,1.012
197,-0.008,0.098,0.988
198,-0.152,0.133,0.902
199,-0.039,0.164,0.879
200,0.152,0.238,0.906
201,0.227,0.281,0.934
202,-0.008,0.266,0.859
203,-0.109,0.266,0.848
204,-0.051,0.238,0.852
205,0.145,0.363,0.828
206,0.117,0.430,0.875
207,-0.094,0.410,0.879
208,-0.211,0.441,0.836
209,-0.105,0.379,0.879
210,0.113,0.383,0.867
211,0.070,0.328,0.957
212,-0.102,0.277,0.906
213,-0.125,0.293,0.938
214,0.055,0.332,0.992
215,0.176,0.336,1.051
216,0.137,0.281,1.035
217,0.004,0.164,1.059
