Sample,X,Y,Z
0,0.059,-0.012,0.883
1,0.000,0.000,0.973
2,0.004,-0.004,0.973
3,0.004,0.000,0.988
4,0.000,-0.004,0.984
5,-0.008,-0.004,0.980
6,-0.004,0.000,0.984
7,0.000,-0.004,0.980
8,0.000,-0.008,0.980
9,-0.004,-0.004,0.977
10,-0.008,-0.008,0.980
11,-0.004,-0.004,0.988
12,0.008,-0.004,0.977
13,0.000,-0.004,0.980
14,-0.004,-0.008,0.977
15,0.000,-0.004,0.973
16,0.000,-0.008,0.973
17,0.008,-0.008,0.969
18,0.004,-0.008,0.969
19,0.000,-0.004,0.977
20,0.000,-0.012,0.973
21,0.000,-0.004,0.980
22,0.004,-0.008,0.973
23,0.004,-0.012,0.973
24,0.000,0.000,0.980
25,-0.004,-0.004,0.984
26,-0.004,-0.004,0.977
27,0.000,0.000,0.969
28,0.008,-0.004,0.984
29,0.000,-0.004,0.977
30,-0.004,0.004,0.977
31,-0.004,0.000,0.977
32,0.004,-0.008,0.980
33,-0.004,-0.004,0.980
34,-0.004,0.000,0.984
35,-0.004,-0.008,0.980
36,0.000,-0.008,0.984
37,0.012,-0.008,0.973
38,0.000,-0.004,0.973
39,-0.012,-0.008,0.988
40,-0.004,-0.043,0.922
41,0.012,-0.008,0.977
42,0.004,0.000,0.980
43,-0.004,-0.004,0.984
44,-0.004,-0.008,0.977
45,-0.004,-0.004,0.980
46,0.004,-0.008,0.984
47,0.008,-0.004,0.980
48,-0.004,0.000,0.984
49,-0.004,-0.008,0.977
50,0.000,-0.004,0.973
51,0.012,-0.004,0.973
52,0.000,0.000,0.973
53,-0.008,-0.004,0.980
54,0.000,-0.004,0.980
55,0.008,-0.004,0.973
56,0.008,0.000,0.969
57,0.008,0.000,0.969
58,0.000,0.004,0.980
59,0.000,0.000,0.980
60,-0.004,-0.008,0.980
61,0.008,-0.020,0.941
62,0.004,0.008,0.977
63,-0.008,-0.004,0.980
64,0.000,-0.008,0.980
65,0.004,0.004,0.984
66,0.004,-0.008,0.977
67,0.000,-0.008,0.984
68,-0.004,-0.008,0.980
69,0.000,0.000,0.988
70,0.000,-0.004,0.984
71,-0.004,-0.008,0.980
72,0.000,-0.004,0.980
73,0.004,-0.008,0.977
74,0.000,-0.004,0.980
75,0.000,0.004,0.980
76,-0.008,0.000,0.980
77,0.004,-0.008,0.984
78,0.008,-0.008,0.980
79,0.000,-0.004,0.969
80,0.000,-0.027,0.938
81,0.004,0.000,0.965
82,0.004,-0.008,0.969
83,0.000,0.000,0.977
84,0.000,-0.004,0.977
85,-0.008,0.000,0.984
86,0.000,0.000,0.973
87,0.004,-0.004,0.973
88,0.000,0.000,0.984
89,-0.004,0.000,0.977
90,-0.008,0.000,0.969
91,0.004,-0.008,0.984
92,0.008,-0.008,0.969
93,-0.004,-0.004,0.977
94,-0.004,0.000,0.984
95,0.000,-0.004,0.984
96,0.004,0.000,0.984
97,0.000,-0.004,0.977
98,0.000,-0.004,0.977
99,0.000,0.000,0.977
100,0.012,0.000,0.977
101,0.047,-0.016,0.957
102,0.184,-0.031,0.992
103,0.289,-0.047,0.945
104,0.309,-0.023,0.969
105,0.270,-0.008,0.977
106,0.328,0.055,1.000
107,0.473,0.008,1.008
108,0.590,-0.035,0.945
109,0.598,-0.023,0.988
110,0.492,-0.012,0.984
111,0.488,0.008,1.012
112,0.500,-0.004,0.977
113,0.516,-0.016,0.977
114,0.477,-0.020,1.004
115,0.316,-0.004,1.000
116,0.129,0.023,0.969
117,0.055,0.051,0.988
118,0.156,0.008,0.984
119,0.219,-0.035,0.957
120,0.113,-0.027,0.926
121,-0.082,-0.004,0.945
122,-0.164,0.031,0.980
123,-0.039,0.000,0.965
124,0.152,-0.086,0.930
125,0.207,-0.105,0.945
126,0.117,-0.070,0.953
127,0.059,-0.004,0.969
128,0.207,0.031,0.992
129,0.426,0.023,0.984
130,0.461,-0.016,0.973
131,0.387,0.008,1.012
132,0.348,0.023,1.027
133,0.387,-0.008,1.012
134,0.430,0.008,0.980
135,0.477,0.012,1.008
136,0.477,0.016,1.020
137,0.465,0.012,1.027
138,0.477,-0.043,1.016
139,0.387,-0.125,0.980
140,0.223,-0.086,0.926
141,0.141,0.051,0.988
142,0.199,0.098,1.012
143,0.305,0.082,1.004
144,0.266,-0.094,0.980
145,0.074,-0.234,0.879
146,-0.078,-0.113,0.910
147,-0.031,0.121,0.961
148,0.227,0.219,1.035
149,0.277,0.047,1.062
150,0.145,-0.234,0.906
151,0.070,-0.242,0.793
152,0.027,0.000,0.992
153,0.305,0.461,1.000
154,0.375,0.242,1.133
155,0.355,-0.309,0.996
156,0.293,-0.328,0.746
157,0.414,-0.035,1.086
158,0.473,0.352,0.973
159,0.355,0.316,1.059
160,0.348,-0.242,0.988
161,0.441,-0.238,0.816
162,0.465,-0.047,1.129
163,0.391,0.207,1.000
164,0.250,0.113,1.023
165,0.262,-0.160,0.914
166,0.395,-0.141,0.891
167,0.262,-0.070,1.105
168,0.262,0.164,0.973
169,0.109,0.008,1.000
170,0.055,-0.074,1.000
171,0.160,-0.086,0.852
172,0.195,-0.047,1.043
173,0.148,0.047,1.062
174,0.062,-0.012,0.949
175,0.062,-0.012,0.949
176,0.105,-0.020,0.867
177,0.164,-0.043,0.988
