RepRapFirmware height map file v2 generated at 2023-12-30 15:23, min error -0.150, max error 0.040, mean -0.050, deviation 0.052
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,10.00,290.00,20.00,180.00,-1.00,40.00,40.00,8,5
 -0.150, -0.134, -0.119, -0.124, -0.136, -0.134, -0.131, -0.142
 -0.074, -0.035, -0.006, -0.005, -0.019, -0.032, -0.047, -0.066
 -0.059,  0.006,  0.040,  0.011, -0.013, -0.011, -0.018, -0.034
 -0.078, -0.029,  0.007,  0.007,  0.001,  0.004, -0.007, -0.018
 -0.138, -0.086, -0.059, -0.024, -0.044, -0.035, -0.034, -0.025
