Sample,X,Y,Z
0,0.137,-0.020,0.867
1,0.000,-0.020,0.965
2,0.000,-0.016,0.957
3,0.004,-0.020,0.969
4,0.008,-0.016,0.961
5,0.000,-0.016,0.961
6,0.000,-0.020,0.965
7,0.012,-0.023,0.961
8,0.004,-0.023,0.957
9,0.000,-0.023,0.949
10,0.000,-0.020,0.953
11,0.004,-0.016,0.945
12,0.000,-0.020,0.965
13,0.012,-0.016,0.957
14,-0.004,-0.016,0.953
15,0.000,-0.020,0.961
16,0.004,-0.023,0.965
17,0.000,-0.020,0.961
18,0.008,-0.027,0.957
19,0.012,-0.020,0.957
20,0.031,-0.020,0.949
21,0.004,-0.020,0.957
22,0.000,-0.023,0.957
23,0.008,-0.020,0.965
24,0.000,-0.023,0.949
25,0.000,-0.027,0.953
26,0.000,-0.020,0.965
27,0.008,-0.020,0.965
28,0.008,-0.020,0.949
29,0.008,-0.023,0.957
30,-0.004,-0.023,0.961
31,-0.008,-0.008,0.961
32,0.004,-0.016,0.957
33,0.012,-0.031,0.961
34,0.012,-0.020,0.961
35,-0.004,-0.008,0.961
36,-0.008,-0.012,0.973
37,-0.004,-0.023,0.965
38,0.008,-0.023,0.953
39,0.008,-0.023,0.957
40,0.000,-0.031,0.895
41,0.000,0.004,0.957
42,0.012,-0.020,0.957
43,0.016,-0.023,0.961
44,0.016,-0.020,0.953
45,-0.004,-0.023,0.953
46,0.000,-0.016,0.957
47,0.008,-0.023,0.965
48,0.012,-0.027,0.953
49,0.000,-0.027,0.961
50,-0.008,-0.023,0.957
51,0.004,-0.023,0.965
52,0.008,-0.020,0.969
53,0.012,-0.031,0.957
54,0.000,-0.027,0.953
55,-0.008,-0.016,0.957
56,0.008,-0.016,0.969
57,0.023,-0.031,0.965
58,0.008,-0.027,0.957
59,-0.012,-0.012,0.965
60,-0.004,-0.012,0.988
61,0.012,-0.016,0.949
62,0.027,-0.027,0.961
63,-0.008,-0.020,0.961
64,-0.008,-0.023,0.969
65,0.004,-0.016,0.957
66,0.023,-0.020,0.961
67,0.008,-0.020,0.961
68,-0.004,-0.020,0.957
69,-0.008,-0.012,0.965
70,0.016,-0.016,0.965
71,0.016,-0.031,0.961
72,0.000,-0.020,0.957
73,-0.004,-0.020,0.961
74,0.000,-0.016,0.957
75,0.012,-0.016,0.953
76,0.008,-0.023,0.949
77,0.004,-0.027,0.953
78,-0.008,-0.016,0.957
79,0.004,-0.016,0.965
80,0.016,-0.047,0.977
81,0.004,-0.008,0.965
82,0.004,-0.020,0.953
83,-0.004,-0.027,0.965
84,-0.004,-0.012,0.969
85,0.004,-0.020,0.973
86,0.008,-0.027,0.957
87,0.000,-0.020,0.961
88,0.000,-0.020,0.961
89,0.000,-0.016,0.957
90,0.012,-0.020,0.965
91,0.012,-0.020,0.953
92,0.000,-0.023,0.953
93,0.000,-0.020,0.957
94,0.004,-0.023,0.957
95,0.008,-0.020,0.961
96,0.004,-0.020,0.957
97,-0.004,-0.020,0.965
