Sample,X,Y,Z
0,0.148,-0.016,0.883
1,0.000,-0.035,0.949
2,0.004,-0.020,0.969
3,0.000,-0.020,0.953
4,0.000,-0.027,0.961
5,0.004,-0.016,0.965
6,-0.004,-0.016,0.961
7,-0.004,-0.016,0.965
8,0.008,-0.020,0.961
9,0.004,-0.023,0.965
10,0.000,-0.023,0.949
11,0.000,-0.027,0.969
12,-0.004,-0.027,0.973
13,0.000,-0.016,0.961
14,0.008,-0.031,0.961
15,0.008,-0.020,0.953
16,-0.004,-0.023,0.957
17,0.000,-0.016,0.965
18,0.004,-0.016,0.969
19,0.004,-0.020,0.953
20,0.000,-0.035,1.023
21,-0.004,-0.023,0.957
22,0.000,-0.020,0.969
23,0.008,-0.012,0.965
24,0.012,-0.020,0.957
25,0.008,-0.031,0.957
26,-0.004,-0.023,0.961
27,0.000,-0.020,0.965
28,0.008,-0.027,0.957
29,0.008,-0.023,0.965
30,0.008,-0.031,0.965
31,0.000,-0.020,0.957
32,-0.004,-0.023,0.961
33,0.004,-0.012,0.969
34,0.008,-0.016,0.957
35,0.000,-0.012,0.957
36,-0.004,-0.023,0.973
37,0.000,-0.023,0.961
38,0.004,-0.027,0.953
39,0.000,-0.020,0.961
40,0.008,-0.031,0.996
41,-0.008,-0.012,0.953
42,0.004,-0.031,0.965
43,0.000,-0.023,0.961
44,0.004,-0.016,0.969
45,0.000,-0.023,0.969
46,0.008,-0.023,0.961
47,0.008,-0.023,0.953
48,0.000,-0.016,0.965
49,0.000,-0.008,0.953
50,0.008,-0.020,0.945
51,0.000,-0.023,0.961
52,0.000,-0.027,0.965
53,0.008,-0.023,0.953
54,0.012,-0.023,0.965
55,0.008,-0.023,0.965
56,-0.004,-0.027,0.965
57,-0.004,-0.027,0.961
58,0.004,-0.031,0.973
59,0.020,-0.020,0.965
60,0.027,-0.023,0.945
61,-0.008,-0.031,0.961
62,-0.008,-0.020,0.969
63,0.012,-0.020,0.973
64,0.016,-0.027,0.953
65,0.004,-0.027,0.957
66,-0.020,-0.016,0.973
67,-0.004,-0.008,0.961
68,0.023,-0.012,0.969
69,0.016,-0.027,0.961
70,-0.008,-0.023,0.957
71,-0.008,-0.023,0.961
72,0.004,-0.012,0.969
73,0.016,-0.016,0.969
74,0.012,-0.027,0.953
75,-0.004,-0.027,0.961
76,-0.008,-0.016,0.953
77,-0.008,-0.016,0.953
78,0.016,-0.012,0.965
79,0.027,-0.016,0.957
80,0.004,-0.023,0.953
81,-0.020,-0.035,0.941
82,0.008,-0.016,0.965
83,0.023,-0.020,0.961
84,0.016,-0.023,0.965
85,-0.023,-0.035,0.961
86,-0.012,-0.031,0.953
87,0.016,-0.023,0.965
88,0.023,-0.023,0.961
89,0.004,-0.027,0.973
90,-0.012,-0.031,0.961
91,-0.008,-0.020,0.961
92,0.008,-0.016,0.965
93,0.016,-0.020,0.961
94,-0.008,-0.027,0.969
95,0.000,-0.027,0.965
96,-0.004,-0.016,0.957
97,0.004,-0.016,0.965
98,0.012,-0.020,0.957
99,0.031,-0.031,0.965
100,0.312,-0.105,1.000
101,0.605,-0.117,0.949
102,0.727,-0.113,0.926
103,0.676,-0.055,0.969
104,0.668,0.016,0.977
105,0.887,-0.004,1.004
106,1.125,-0.031,0.949
107,1.199,-0.055,0.961
108,1.051,-0.004,0.984
109,0.977,0.070,1.016
110,1.066,0.082,0.996
111,1.141,0.012,0.996
112,0.969,-0.035,0.957
113,0.648,0.016,0.965
114,0.449,0.133,0.977
115,0.449,0.168,1.039
116,0.566,0.012,0.992
117,0.547,-0.211,0.914
118,0.332,-0.227,0.871
119,0.039,-0.090,0.957
120,0.039,0.113,0.949
121,0.297,0.062,1.016
122,0.398,-0.270,0.918
123,0.422,-0.410,0.789
124,0.277,-0.234,0.828
125,0.277,0.117,1.070
126,0.531,0.199,1.137
127,0.637,-0.094,0.812
128,0.762,-0.340,0.820
129,0.844,-0.172,0.953
130,0.852,0.141,1.094
131,0.855,0.277,1.047
132,0.926,0.109,0.988
133,0.941,-0.152,0.875
134,0.992,-0.090,0.926
135,0.969,0.082,1.102
136,0.781,0.160,1.113
137,0.754,0.105,0.945
138,0.730,-0.121,0.887
139,0.707,-0.113,0.910
140,0.641,-0.082,1.133
141,0.484,0.086,1.008
142,0.281,-0.051,0.918
143,0.316,-0.059,0.930
144,0.398,-0.137,0.973
145,0.492,-0.098,0.953
146,0.223,0.012,1.066
147,0.238,-0.043,0.969
148,0.125,-0.031,0.801
149,0.496,-0.086,1.031
150,0.609,-0.082,0.957
151,0.637,-0.086,1.012
152,0.516,0.012,0.934
153,0.688,-0.078,1.039
154,0.758,-0.055,0.793
155,0.945,-0.039,1.051
156,0.762,0.047,1.000
157,0.941,-0.051,1.039
158,0.965,0.051,0.738
159,1.008,0.055,1.098
160,0.895,0.066,0.961
161,0.723,-0.020,0.977
162,0.793,-0.047,0.824
163,0.797,-0.023,1.023
164,0.727,-0.020,0.961
165,0.516,0.004,0.914
166,0.461,0.012,0.969
167,0.543,-0.031,1.020
168,0.422,0.035,0.934
169,0.551,-0.141,0.996
170,0.301,-0.066,0.918
171,0.320,-0.117,0.977
172,0.383,0.027,0.934
173,0.316,-0.070,1.148
174,0.363,-0.066,0.844
175,0.348,-0.141,0.957
176,0.637,-0.047,1.008
177,0.707,0.117,0.973
178,0.715,0.012,1.113
179,0.691,-0.082,0.871
180,0.422,-0.039,0.914
181,0.645,-0.016,1.008
182,1.074,0.059,1.031
183,0.852,0.055,1.020
184,0.668,-0.020,0.855
185,0.770,0.000,0.930
186,0.730,0.016,0.977
187,0.934,0.070,1.066
188,0.598,-0.145,0.902
189,0.516,0.000,0.887
190,0.520,0.023,0.961
191,0.586,0.090,1.090
192,0.527,0.012,0.949
193,0.496,-0.113,0.887
194,0.352,-0.234,0.902
195,0.492,0.004,0.984
196,0.309,0.062,1.023
197,0.395,-0.047,1.016
198,0.406,-0.086,0.895
199,0.523,-0.199,0.887
200,0.688,-0.199,1.016
201,0.660,0.027,0.977
202,0.395,0.109,1.062
203,0.582,0.008,0.922
204,0.723,-0.059,1.000
205,0.633,-0.102,0.891
206,0.664,0.012,0.922
207,0.531,0.059,1.074
208,0.688,0.062,1.047
209,0.809,0.082,0.781
210,0.680,-0.141,1.078
211,0.539,0.051,0.902
212,0.758,0.047,1.062
213,0.758,0.047,1.062
214,0.723,-0.023,0.930
215,0.594,-0.098,0.996
216,0.512,-0.082,0.902
217,0.309,0.039,0.902
218,0.406,0.031,1.109
219,0.391,-0.039,0.914
220,0.988,-0.160,0.953
221,0.613,-0.094,0.871
222,0.324,-0.023,1.184
223,0.273,0.055,0.969
224,0.520,0.055,0.934
225,0.664,-0.129,0.957
226,0.801,-0.035,0.965
227,0.387,-0.086,0.953
228,0.348,-0.102,0.988
229,0.477,0.047,0.984
230,0.879,-0.125,0.812
231,0.879,-0.039,0.941
232,0.676,-0.137,1.066
233,0.121,0.113,0.914
234,0.000,-0.043,0.918
235,0.496,0.059,0.984
236,0.562,-0.020,0.984
237,0.574,-0.051,0.906
238,-0.156,-0.121,0.938
239,-0.500,-0.008,1.043
240,-0.633,0.168,0.840
241,-0.145,0.215,1.094
242,-0.055,-0.094,0.996
243,-0.246,-0.113,0.875
244,-0.438,-0.199,0.863
245,-0.645,-0.090,0.973
246,-0.562,0.121,1.027
247,-0.254,0.051,1.035
248,-0.484,-0.180,0.832
249,-0.133,-0.223,0.941
250,0.109,0.016,0.922
251,0.035,-0.086,1.062
252,0.133,-0.004,0.957
